01 Jul 2003,264.95,268,256,261.2,213122,,,,
02 Jul 2003,265.9,267.4,260.1,263.4,268772,,,,
03 Jul 2003,267,302.1,267,289.85,1548863,,,,
04 Jul 2003,285,287,272.6,276.75,271078,,,,
07 Jul 2003,270.25,286.45,270.25,277.75,222938,,,,
08 Jul 2003,290,303.5,283,284.4,482408,,,,
09 Jul 2003,284.25,286,280.6,282.7,107555,,,,
10 Jul 2003,283,285.7,282,284.2,251522,,,,
11 Jul 2003,284.5,291,284.5,289.8,592725,,,,
14 Jul 2003,294,295.95,280.35,285.05,363993,,,,
15 Jul 2003,294,298.65,274,276.9,193934,,,,
16 Jul 2003,279.1,285,276.05,283.2,377155,,,,
17 Jul 2003,282.5,282.5,270.25,272.75,119780,,,,
18 Jul 2003,271,278,265.05,276.6,107796,,,,
21 Jul 2003,278,280,273.15,276.95,124196,,,,
22 Jul 2003,275.2,280,268.25,269.75,83495,,,,
23 Jul 2003,277,277,252.55,255.9,426440,,,,
24 Jul 2003,258.9,260.75,256.5,258.5,305012,,,,
25 Jul 2003,260,268.75,258.95,264.85,252472,,,,
28 Jul 2003,269.5,270,263,266.3,90865,,,,
29 Jul 2003,267.9,269.7,260.05,265.55,111947,,,,
30 Jul 2003,267,273.75,266,271.25,178857,,,,
31 Jul 2003,272,272.1,263,265.35,227137,,,,
01 Aug 2003,266.5,268.3,263.15,266.4,51130,,,,
04 Aug 2003,266.1,270.95,266.1,269.05,100997,,,,
05 Aug 2003,271.4,282,268,279.65,441570,,,,
06 Aug 2003,279.5,279.95,272.25,276.6,157921,,,,
07 Aug 2003,275.8,276,270.65,272.05,73170,,,,
08 Aug 2003,272,279.8,267,275.25,204525,,,,
11 Aug 2003,272.1,277,272.1,274.8,94742,,,,
12 Aug 2003,278,278,272,273.35,86250,,,,
13 Aug 2003,272.05,275,235.05,272.5,263763,,,,
14 Aug 2003,274.65,275.8,265,267.3,193673,,,,
18 Aug 2003,267.5,280,266.25,277.9,253052,,,,
19 Aug 2003,279.25,282,278,281.3,226708,,,,
20 Aug 2003,282,289,281,284.65,277947,,,,
21 Aug 2003,284,290,281,287.85,177914,,,,
22 Aug 2003,286.1,291.6,285.1,289,152501,,,,
25 Aug 2003,288.7,288.7,264,281,261905,,,,
26 Aug 2003,283,283,278.25,279.15,116402,,,,
27 Aug 2003,283,289,280,283.25,235968,,,,
28 Aug 2003,286,286,278,280.85,379679,,,,
29 Aug 2003,274,280.55,272.05,275.7,371507,,,,
01 Sep 2003,275,280,275,278.45,131486,,,,
02 Sep 2003,275,289,275,281.95,119877,,,,
03 Sep 2003,280,291,280,280.35,486713,,,,
04 Sep 2003,280.5,283.4,270,280.35,367317,,,,
05 Sep 2003,280,284,278.25,279.7,341929,,,,
08 Sep 2003,276.5,282.9,276,278.35,128305,,,,
09 Sep 2003,277,281.9,275,280.1,204692,,,,
10 Sep 2003,273,280.9,273,277.1,188614,,,,
11 Sep 2003,278.1,281,276.55,278.5,179166,,,,
12 Sep 2003,279,280.75,276.35,279.35,239498,,,,
15 Sep 2003,278.8,280,274,275.65,150973,,,,
16 Sep 2003,272,279.9,272,277.45,281607,,,,
17 Sep 2003,279.9,279.9,271.1,273.45,229526,,,,
18 Sep 2003,272,272,263.15,265.05,190452,,,,
19 Sep 2003,265.55,272,264,271.75,169243,,,,
22 Sep 2003,275,275,264,264.65,199667,,,,
23 Sep 2003,265,270,264.1,266.85,191787,,,,
24 Sep 2003,270,275.75,266.05,274.15,257395,,,,
25 Sep 2003,272,275,266.15,267.85,197906,,,,
26 Sep 2003,268.05,272,265.25,271.45,148024,,,,
29 Sep 2003,274.9,278.5,268,269.75,730059,,,,
